leaf_ID,site,species,group,Func_feed_group,damage_type,herbivory_index
1667,39,B. asiatica,N,margin feeding,DT12,0.17
1667,39,B. asiatica,N,mining,DT36,0.01
1667,39,B. asiatica,N,galling,DT32,0.02
1668,39,B. asiatica,N,hole feeding,DT01,0.04
1668,39,B. asiatica,N,mining,DT36,0.15
1668,39,B. asiatica,N,margin feeding,DT12,0.04
1669,39,B. asiatica,N,hole feeding,DT05,0.08
1669,39,B. asiatica,N,margin feeding,DT12,0.03
1669,39,B. asiatica,N,galling,DT116,0.01
1669,39,B. asiatica,N,hole feeding,DT01,0.01
1670,39,B. asiatica,N,mining,DT36,0.08
1670,39,B. asiatica,N,hole feeding,DT05,0.03
1670,39,B. asiatica,N,margin feeding,DT29,0.06
1671,39,B. asiatica,N,hole feeding,DT01,0.01
1671,39,B. asiatica,N,surface feeding,DT30,0.01
1671,39,B. asiatica,N,piercing and sucking,MDT06,0.04
1672,39,B. asiatica,N,hole feeding,DT02,0.03
1672,39,B. asiatica,N,mining,DT36,0.08
1672,39,B. asiatica,N,margin feeding,DT12,0.07
1672,39,B. asiatica,N,hole feeding,DT01,0.01
1673,39,B. asiatica,N,mining,DT36,0.04
1673,39,B. asiatica,N,skeletonization,DT16,0.02
1673,39,B. asiatica,N,margin feeding,DT12,0.03
1673,39,B. asiatica,N,piercing and sucking,MDT06,0.02
1674,39,B. asiatica,N,piercing and sucking,MDT06,0.01
1675,39,B. asiatica,N,margin feeding,DT12,0.03
1675,39,B. asiatica,N,mining,DT35,0.09
1676,39,B. asiatica,N,piercing and sucking,DT46,0.04
1676,39,B. asiatica,N,margin feeding,DT12,0.02
1676,39,B. asiatica,N,surface feeding,DT29,0.01
1677,39,B. asiatica,N,mining,DT36,0.38
1677,39,B. asiatica,N,hole feeding,DT01,0.03
1677,39,B. asiatica,N,skeletonization,DT16,0.02
1678,39,B. asiatica,N,hole feeding,DT05,0.03
1678,39,B. asiatica,N,margin feeding,DT12,0.12
1679,39,B. asiatica,N,mining,DT36,0.08
1679,39,B. asiatica,N,mining,DT69,0.03
1679,39,B. asiatica,N,surface feeding,DT29,0.02
1679,39,B. asiatica,N,piercing and sucking,DT47,0.01
1680,39,B. asiatica,N,mining,DT36,0.04
1680,39,B. asiatica,N,hole feeding,DT02,0.02
1681,39,B. asiatica,N,hole feeding,DT01,0.02
1681,39,B. asiatica,N,mining,DT36,0.04
1681,39,B. asiatica,N,margin feeding,DT13,0.07
1682,39,B. asiatica,N,hole feeding,DT03,0.02
1682,39,B. asiatica,N,hole feeding,DT63,0.06
1682,39,B. asiatica,N,mining,DT36,0.03
1683,39,B. asiatica,N,margin feeding,DT13,0.04
1683,39,B. asiatica,N,hole feeding,DT01,0.01
1683,39,B. asiatica,N,mining,DT36,0.08
1684,39,B. asiatica,N,skeletonization,DT16,0.6
1684,39,B. asiatica,N,mining,DT36,0.08
1684,39,B. asiatica,N,oviposition,DT101,0.02
1684,39,B. asiatica,N,hole feeding,DT01,0.04
1685,39,B. asiatica,N,margin feeding,DT13,0.11
1685,39,B. asiatica,N,mining,DT36,0.09
1685,39,B. asiatica,N,oviposition,DT101,0.02
1685,39,B. asiatica,N,hole feeding,DT01,0.01
1686,39,B. asiatica,N,margin feeding,DT12,0.02
1686,39,B. asiatica,N,piercing and sucking,MDT06,0.05
1687,39,B. asiatica,N,skeletonization,DT16,0.42
1687,39,B. asiatica,N,hole feeding,DT02,0.07
1687,39,B. asiatica,N,mining,DT36,0.1
1687,39,B. asiatica,N,margin feeding,DT12,0.06
1688,39,B. asiatica,N,margin feeding,DT13,0.02
1688,39,B. asiatica,N,mining,DT36,0.25
1688,39,B. asiatica,N,hole feeding,DT01,0.01
1688,39,B. asiatica,N,skeletonization,DT16,0.03
1689,39,B. asiatica,N,margin feeding,DT13,0.04
1689,39,B. asiatica,N,hole feeding,DT01,0.03
1689,39,B. asiatica,N,oviposition,DT101,0.02
1689,39,B. asiatica,N,mining,DT66,0.03
1690,39,B. asiatica,N,margin feeding,DT13,0.28
1690,39,B. asiatica,N,mining,DT36,0.37
1690,39,B. asiatica,N,piercing and sucking,MDT06,0.03
1690,39,B. asiatica,N,hole feeding,DT01,0.02
1691,39,B. asiatica,N,hole feeding,DT01,0.02
1691,39,B. asiatica,N,mining,DT36,0.05
1691,39,B. asiatica,N,piercing and sucking,MDT06,0.03
1691,39,B. asiatica,N,oviposition,DT76,0.01
1692,39,B. asiatica,N,mining,DT36,0.02
1692,39,B. asiatica,N,hole feeding,DT01,0.01
1692,39,B. asiatica,N,piercing and sucking,MDT06,0.05
1693,39,B. asiatica,N,margin feeding,DT13,0.09
1693,39,B. asiatica,N,mining,DT36,0.06
1693,39,B. asiatica,N,hole feeding,DT05,0.04
1693,39,B. asiatica,N,hole feeding,DT01,0.02
1694,39,B. asiatica,N,NA,NA,0
1695,39,B. asiatica,N,margin feeding,DT12,0.07
1695,39,B. asiatica,N,skeletonization,DT16,0.03
1695,39,B. asiatica,N,mining,DT36,0.1
1696,39,B. asiatica,N,hole feeding,DT04,0.07
1696,39,B. asiatica,N,mining,DT36,0.05
1696,39,B. asiatica,N,skeletonization,DT16,0.02
1697,39,B. asiatica,N,mining,DT36,0.38
1697,39,B. asiatica,N,skeletonization,DT16,0.07
1697,39,B. asiatica,N,hole feeding,DT01,0.01
1697,39,B. asiatica,N,margin feeding,DT12,0.02
1698,39,B. asiatica,N,surface feeding,DT29,0.04
1699,39,B. asiatica,N,hole feeding,DT01,0.02
1699,39,B. asiatica,N,galling,DT32,0.02
1700,39,B. asiatica,N,mining,DT36,0.33
1700,39,B. asiatica,N,piercing and sucking,DT46,0.02
1700,39,B. asiatica,N,skeletonization,DT16,0.04
1701,45,L. camara,I,NA,NA,0
1702,45,L. camara,I,NA,NA,0
1703,45,L. camara,I,NA,NA,0
1704,45,L. camara,I,margin feeding,DT81,0.01
1705,45,L. camara,I,hole feeding,DT02,0.06
1706,45,L. camara,I,hole feeding,DT01,0.01
1707,45,L. camara,I,surface feeding,DT29,0.1
1707,45,L. camara,I,hole feeding,DT01,0.01
1708,45,L. camara,I,hole feeding,DT01,0.01
1709,45,L. camara,I,NA,NA,0
1710,45,L. camara,I,hole feeding,DT01,0.01
1711,45,L. camara,I,hole feeding,DT03,0.04
1712,45,L. camara,I,NA,NA,0
1713,45,L. camara,I,NA,NA,0
1714,45,L. camara,I,NA,NA,0
1715,45,L. camara,I,margin feeding,DT12,0.16
1715,45,L. camara,I,hole feeding,DT03,0.02
1715,45,L. camara,I,mining,DT36,0.02
1716,45,L. camara,I,NA,NA,0
1717,45,L. camara,I,hole feeding,DT01,0.001
1718,45,L. camara,I,NA,NA,0
1719,45,L. camara,I,hole feeding,DT05,0.06
1719,45,L. camara,I,margin feeding,DT12,0.03
1719,45,L. camara,I,surface feeding,DT29,0.02
1720,45,L. camara,I,NA,NA,0
1721,45,L. camara,I,hole feeding,DT01,0.01
1722,45,L. camara,I,NA,NA,0
1723,45,L. camara,I,NA,NA,0
1724,45,L. camara,I,hole feeding,DT01,0.02
1724,45,L. camara,I,surface feeding,DT29,0.01
1725,45,L. camara,I,NA,NA,0
1726,45,L. camara,I,hole feeding,DT05,0.07
1727,45,L. camara,I,hole feeding,DT01,0.01
1728,45,L. camara,I,surface feeding,DT29,0.02
1728,45,L. camara,I,hole feeding,DT01,0.01
1729,45,L. camara,I,NA,NA,0
1730,45,L. camara,I,NA,NA,0
1732,45,L. camara,I,hole feeding,DT02,0.03
1732,45,L. camara,I,margin feeding,DT12,0.01
1733,45,L. camara,I,NA,NA,0
1734,45,L. camara,I,surface feeding,DT29,0.04
1734,45,L. camara,I,hole feeding,DT03,0.01
1735,45,L. camara,I,mining,DT36,0.12
1736,45,L. camara,I,hole feeding,DT01,0.01
1737,45,L. camara,I,hole feeding,DT01,0.03
1737,45,L. camara,I,margin feeding,DT12,0.03
1737,45,L. camara,I,surface feeding,DT29,0.02
1738,45,L. camara,I,hole feeding,DT01,0.01
1738,45,L. camara,I,mining,DT36,0.06
1739,45,L. camara,I,mining,DT35,0.14
1739,45,L. camara,I,hole feeding,DT02,0.04
1739,45,L. camara,I,hole feeding,DT01,0.02
1740,45,L. camara,I,NA,NA,0
1741,45,L. camara,I,hole feeding,DT01,0.01
1742,45,L. camara,I,mining,DT36,0.1
1742,45,L. camara,I,hole feeding,DT03,0.03
1742,45,L. camara,I,margin feeding,DT15,0.02
1743,45,L. camara,I,margin feeding,DT12,0.15
1743,45,L. camara,I,hole feeding,DT01,0.01
1743,45,L. camara,I,surface feeding,DT29,0.03
1744,45,L. camara,I,mining,DT36,0.05
1744,45,L. camara,I,hole feeding,DT03,0.03
1744,45,L. camara,I,margin feeding,DT12,0.07
1744,45,L. camara,I,hole feeding,DT63,0.02
1745,45,L. camara,I,hole feeding,DT63,0.05
1745,45,L. camara,I,margin feeding,DT13,0.07
1745,45,L. camara,I,surface feeding,DT29,0.03
1746,45,L. camara,I,hole feeding,DT03,0.03
1746,45,L. camara,I,margin feeding,DT12,0.12
1746,45,L. camara,I,mining,DT36,0.04
1747,45,L. camara,I,hole feeding,DT01,0.01
1748,45,L. camara,I,hole feeding,DT01,0.02
1748,45,L. camara,I,margin feeding,DT14,0.2
1748,45,L. camara,I,mining,DT36,0.17
1749,45,L. camara,I,hole feeding,DT01,0.01
1749,45,L. camara,I,surface feeding,DT29,0.02
1749,45,L. camara,I,margin feeding,DT12,0.01
1750,45,L. camara,I,NA,NA,0
1751,56,S. campanulata,I,NA,NA,0
1752,56,S. campanulata,I,piercing and sucking,DT46,0.01
1753,56,S. campanulata,I,NA,NA,0
1754,56,S. campanulata,I,NA,NA,0
1755,56,S. campanulata,I,NA,NA,0
1756,56,S. campanulata,I,NA,NA,0
1757,56,S. campanulata,I,margin feeding,DT12,0.01
1758,56,S. campanulata,I,NA,NA,0
1759,56,S. campanulata,I,hole feeding,DT01,0.02
1759,56,S. campanulata,I,galling,DT32,0.01
1760,56,S. campanulata,I,NA,NA,0
1761,56,S. campanulata,I,mining,DT36,0.01
1762,56,S. campanulata,I,hole feeding,DT01,0.005
1763,56,S. campanulata,I,galling,DT32,0.01
1764,56,S. campanulata,I,NA,NA,0
1765,56,S. campanulata,I,hole feeding,DT01,0.001
1766,56,S. campanulata,I,margin feeding,DT12,0.01
1767,56,S. campanulata,I,NA,NA,0
1768,56,S. campanulata,I,hole feeding,DT03,0.08
1769,56,S. campanulata,I,margin feeding,DT12,0.01
1770,56,S. campanulata,I,margin feeding,DT12,0.01
1771,56,S. campanulata,I,NA,NA,0
1772,56,S. campanulata,I,surface feeding,DT29,0.01
1773,56,S. campanulata,I,surface feeding,DT29,0.01
1774,56,S. campanulata,I,hole feeding,DT01,0.01
1774,56,S. campanulata,I,margin feeding,DT13,0.03
1775,56,S. campanulata,I,hole feeding,DT01,0.02
1775,56,S. campanulata,I,surface feeding,DT29,0.01
1776,56,S. campanulata,I,margin feeding,DT12,0.015
1777,56,S. campanulata,I,margin feeding,DT12,0.01
1778,56,S. campanulata,I,surface feeding,DT29,0.01
1778,56,S. campanulata,I,margin feeding,DT12,0.009
1779,56,S. campanulata,I,margin feeding,DT12,0.01
1780,56,S. campanulata,I,margin feeding,DT12,0.01
1781,56,S. campanulata,I,NA,NA,0
1782,56,S. campanulata,I,hole feeding,DT01,0.01
1783,56,S. campanulata,I,hole feeding,DT03,0.03
1784,56,S. campanulata,I,margin feeding,DT13,0.01
1785,56,S. campanulata,I,margin feeding,DT12,0.05
1786,56,S. campanulata,I,mining,DT36,0.02
1786,56,S. campanulata,I,hole feeding,DT01,0.01
1787,56,S. campanulata,I,margin feeding,DT13,0.06
1787,56,S. campanulata,I,hole feeding,DT01,0.001
1788,56,S. campanulata,I,margin feeding,DT12,0.01
1789,56,S. campanulata,I,margin feeding,DT12,0.015
1790,56,S. campanulata,I,margin feeding,DT13,0.2
1790,56,S. campanulata,I,hole feeding,DT01,0.01
1791,56,S. campanulata,I,surface feeding,DT29,0.02
1792,56,S. campanulata,I,margin feeding,DT13,0.13
1793,56,S. campanulata,I,hole feeding,DT01,0.001
1793,56,S. campanulata,I,margin feeding,DT12,0.03
1794,56,S. campanulata,I,margin feeding,DT12,0.03
1795,56,S. campanulata,I,margin feeding,DT12,0.04
1796,56,S. campanulata,I,surface feeding,DT29,0.01
1796,56,S. campanulata,I,margin feeding,DT12,0.01
1797,56,S. campanulata,I,piercing and sucking,DT46,0.01
1797,56,S. campanulata,I,surface feeding,DT29,0.02
1798,56,S. campanulata,I,margin feeding,DT12,0.03
1798,56,S. campanulata,I,margin feeding,DT13,0.66
1800,56,S. campanulata,I,margin feeding,DT12,0.32
1801,42,D. erecta,R,galling,DT32,0.01
1802,42,D. erecta,R,oviposition,DT100,0.01
1803,42,D. erecta,R,surface feeding,DT29,0.04
1803,42,D. erecta,R,margin feeding,DT12,0.01
1804,42,D. erecta,R,hole feeding,DT01,0.03
1804,42,D. erecta,R,margin feeding,DT12,0.02
1805,42,D. erecta,R,hole feeding,DT02,0.02
1805,42,D. erecta,R,margin feeding,DT15,0.04
1806,42,D. erecta,R,margin feeding,DT13,0.63
1807,42,D. erecta,R,mining,DT36,0.02
1808,42,D. erecta,R,hole feeding,DT05,0.03
1809,42,D. erecta,R,margin feeding,DT15,0.03
1810,42,D. erecta,R,NA,NA,0
1811,42,D. erecta,R,mining,DT36,0.03
1812,42,D. erecta,R,surface feeding,DT29,0.01
1812,42,D. erecta,R,oviposition,DT76,0.01
1813,42,D. erecta,R,hole feeding,DT03,0.05
1813,42,D. erecta,R,margin feeding,DT13,0.04
1813,42,D. erecta,R,surface feeding,DT29,0.02
1814,42,D. erecta,R,margin feeding,DT12,0.03
1815,42,D. erecta,R,margin feeding,DT12,0.02
1816,42,D. erecta,R,margin feeding,DT13,0.01
1816,42,D. erecta,R,galling,DT32,0.01
1817,42,D. erecta,R,hole feeding,DT01,0.04
1817,42,D. erecta,R,margin feeding,DT12,0.07
1818,42,D. erecta,R,NA,NA,0
1819,42,D. erecta,R,piercing and sucking,DT46,0.01
1820,42,D. erecta,R,piercing and sucking,DT46,0.01
1820,42,D. erecta,R,margin feeding,DT12,0.01
1821,42,D. erecta,R,NA,NA,0
1822,42,D. erecta,R,margin feeding,DT12,0.01
1822,42,D. erecta,R,galling,DT32,0.01
1823,42,D. erecta,R,margin feeding,DT12,0.02
1823,42,D. erecta,R,galling,DT32,0.01
1824,42,D. erecta,R,NA,NA,0
1825,42,D. erecta,R,margin feeding,DT12,0.02
1826,42,D. erecta,R,surface feeding,DT30,0.07
1827,42,D. erecta,R,margin feeding,DT12,0.07
1828,42,D. erecta,R,surface feeding,DT29,0.03
1829,42,D. erecta,R,margin feeding,DT12,0.01
1830,42,D. erecta,R,margin feeding,DT12,0.28
1830,42,D. erecta,R,hole feeding,DT01,0.03
1831,42,D. erecta,R,margin feeding,DT12,0.05
1832,42,D. erecta,R,margin feeding,DT12,0.02
1833,42,D. erecta,R,NA,NA,0
1834,42,D. erecta,R,margin feeding,DT12,0.01
1835,42,D. erecta,R,surface feeding,DT29,0.05
1835,42,D. erecta,R,galling,DT32,0.01
1835,42,D. erecta,R,hole feeding,DT01,0.01
1835,42,D. erecta,R,margin feeding,DT12,0.07
1836,42,D. erecta,R,margin feeding,DT12,0.06
1837,42,D. erecta,R,margin feeding,DT81,0.12
1838,42,D. erecta,R,hole feeding,DT02,0.07
1839,42,D. erecta,R,margin feeding,DT12,0.01
1839,42,D. erecta,R,galling,DT32,0.001
1840,42,D. erecta,R,surface feeding,DT29,0.03
1840,42,D. erecta,R,margin feeding,DT13,0.02
1841,42,D. erecta,R,hole feeding,DT01,0.02
1841,42,D. erecta,R,galling,DT32,0.01
1842,42,D. erecta,R,surface feeding,DT29,0.02
1843,42,D. erecta,R,galling,DT32,0.01
1843,42,D. erecta,R,surface feeding,DT29,0.01
1844,42,D. erecta,R,surface feeding,DT29,0.03
1844,42,D. erecta,R,galling,DT32,0.01
1845,42,D. erecta,R,NA,NA,0
1846,42,D. erecta,R,NA,NA,0
1847,42,D. erecta,R,surface feeding,DT29,0.1
1847,42,D. erecta,R,galling,DT32,0.02
1848,42,D. erecta,R,margin feeding,DT12,0.06
1848,42,D. erecta,R,piercing and sucking,DT46,0.02
1849,42,D. erecta,R,margin feeding,DT13,0.05
1849,42,D. erecta,R,surface feeding,DT29,0.06
1850,42,D. erecta,R,incertae sedia,DT106,0.18
1850,42,D. erecta,R,margin feeding,DT12,0.02
1851,41,M. citrofolia ,R,hole feeding,DT02,0.09
1851,41,M. citrofolia ,R,margin feeding,DT12,0.03
1851,41,M. citrofolia ,R,mining,DT45,0.02
1852,41,M. citrofolia ,R,hole feeding,DT02,0.04
1852,41,M. citrofolia ,R,mining,DT45,0.03
1853,41,M. citrofolia ,R,mining,DT45,0.3
1854,41,M. citrofolia ,R,margin feeding,DT15,0.03
1854,41,M. citrofolia ,R,margin feeding,DT81,0.02
1854,41,M. citrofolia ,R,hole feeding,DT03,0.02
1855,41,M. citrofolia ,R,hole feeding,DT02,0.05
1855,41,M. citrofolia ,R,mining,DT45,0.03
1856,41,M. citrofolia ,R,margin feeding,DT12,0.02
1856,41,M. citrofolia ,R,mining,DT45,0.035
1857,41,M. citrofolia ,R,hole feeding,DT01,0.02
1857,41,M. citrofolia ,R,mining,DT45,0.04
1858,41,M. citrofolia ,R,hole feeding,DT03,0.01
1858,41,M. citrofolia ,R,mining,DT45,0.03
1859,41,M. citrofolia ,R,mining,DT45,0.05
1859,41,M. citrofolia ,R,mining,DT36,0.02
1859,41,M. citrofolia ,R,margin feeding,DT12,0.08
1859,41,M. citrofolia ,R,hole feeding,DT02,0.04
1860,41,M. citrofolia ,R,mining,DT45,0.07
1860,41,M. citrofolia ,R,hole feeding,DT03,0.02
1861,41,M. citrofolia ,R,mining,DT41,0.02
1862,41,M. citrofolia ,R,mining,DT41,0.01
1863,41,M. citrofolia ,R,hole feeding,DT05,0.085
1863,41,M. citrofolia ,R,margin feeding,DT81,0.06
1863,41,M. citrofolia ,R,mining,DT36,0.03
1864,41,M. citrofolia ,R,mining,DT45,0.03
1865,41,M. citrofolia ,R,mining,DT35,0.07
1865,41,M. citrofolia ,R,hole feeding,DT02,0.05
1865,41,M. citrofolia ,R,margin feeding,DT12,0.18
1865,41,M. citrofolia ,R,mining,DT45,0.03
1866,41,M. citrofolia ,R,hole feeding,DT01,0.01
1867,41,M. citrofolia ,R,mining,DT45,0.01
1868,41,M. citrofolia ,R,margin feeding,DT12,0.01
1869,41,M. citrofolia ,R,hole feeding,DT02,0.07
1869,41,M. citrofolia ,R,mining,DT45,0.05
1869,41,M. citrofolia ,R,margin feeding,DT12,0.03
1870,41,M. citrofolia ,R,mining,DT45,0.05
1871,41,M. citrofolia ,R,mining,DT45,0.03
1872,41,M. citrofolia ,R,mining,DT45,0.05
1873,41,M. citrofolia ,R,hole feeding,DT02,0.07
1873,41,M. citrofolia ,R,mining,DT45,0.02
1873,41,M. citrofolia ,R,margin feeding,DT81,0.03
1874,41,M. citrofolia ,R,hole feeding,DT02,0.07
1874,41,M. citrofolia ,R,margin feeding,DT81,0.03
1874,41,M. citrofolia ,R,surface feeding,DT29,0.01
1875,41,M. citrofolia ,R,mining,DT45,0.07
1875,41,M. citrofolia ,R,hole feeding,DT03,0.01
1875,41,M. citrofolia ,R,margin feeding,DT12,0.02
1876,41,M. citrofolia ,R,hole feeding,DT05,0.03
1876,41,M. citrofolia ,R,hole feeding,DT02,0.03
1876,41,M. citrofolia ,R,margin feeding,DT81,0.02
1876,41,M. citrofolia ,R,mining,DT45,0.02
1877,41,M. citrofolia ,R,mining,DT45,0.09
1877,41,M. citrofolia ,R,hole feeding,DT02,0.02
1878,41,M. citrofolia ,R,mining,DT45,0.38
1879,41,M. citrofolia ,R,hole feeding,DT03,0.02
1879,41,M. citrofolia ,R,mining,DT45,0.03
1879,41,M. citrofolia ,R,mining,DT35,0.01
1879,41,M. citrofolia ,R,margin feeding,DT12,0.005
1880,41,M. citrofolia ,R,margin feeding,DT12,0.03
1880,41,M. citrofolia ,R,hole feeding,DT05,0.12
1880,41,M. citrofolia ,R,mining,DT36,0.04
1881,41,M. citrofolia ,R,mining,DT45,0.03
1882,41,M. citrofolia ,R,hole feeding,DT02,0.02
1882,41,M. citrofolia ,R,margin feeding,DT12,0.02
1882,41,M. citrofolia ,R,mining,DT45,0.03
1883,41,M. citrofolia ,R,hole feeding,DT02,0.03
1883,41,M. citrofolia ,R,mining,DT35,0.01
1883,41,M. citrofolia ,R,mining,DT45,0.03
1884,41,M. citrofolia ,R,mining,DT45,0.05
1885,41,M. citrofolia ,R,piercing and sucking,DT46,0.1
1886,41,M. citrofolia ,R,piercing and sucking,DT46,0.06
1887,41,M. citrofolia ,R,hole feeding,DT02,0.1
1887,41,M. citrofolia ,R,mining,DT35,0.03
1887,41,M. citrofolia ,R,margin feeding,DT12,0.07
1887,41,M. citrofolia ,R,mining,DT45,0.01
1888,41,M. citrofolia ,R,margin feeding,DT12,0.02
1888,41,M. citrofolia ,R,hole feeding,DT02,0.03
1888,41,M. citrofolia ,R,mining,DT45,0.05
1888,41,M. citrofolia ,R,hole feeding,DT05,0.03
1889,41,M. citrofolia ,R,hole feeding,DT02,0.03
1889,41,M. citrofolia ,R,mining,DT45,0.04
1889,41,M. citrofolia ,R,margin feeding,DT12,0.01
1890,41,M. citrofolia ,R,mining,DT45,0.05
1890,41,M. citrofolia ,R,margin feeding,DT12,0.001
1891,41,M. citrofolia ,R,hole feeding,DT02,0.07
1891,41,M. citrofolia ,R,mining,DT45,0.02
1891,41,M. citrofolia ,R,margin feeding,DT12,0.05
1892,41,M. citrofolia ,R,hole feeding,DT02,0.1
1892,41,M. citrofolia ,R,mining,DT35,0.07
1892,41,M. citrofolia ,R,margin feeding,DT12,0.08
1893,41,M. citrofolia ,R,hole feeding,DT02,0.09
1893,41,M. citrofolia ,R,mining,DT36,0.01
1893,41,M. citrofolia ,R,margin feeding,DT12,0.06
1893,41,M. citrofolia ,R,mining,DT45,0.04
1894,41,M. citrofolia ,R,mining,DT45,0.08
1895,41,M. citrofolia ,R,mining,DT45,0.65
1895,41,M. citrofolia ,R,margin feeding,DT12,0.01
1896,41,M. citrofolia ,R,margin feeding,DT12,0.04
1896,41,M. citrofolia ,R,hole feeding,DT01,0.03
1896,41,M. citrofolia ,R,mining,DT45,0.05
1896,41,M. citrofolia ,R,mining,DT36,0.01
1896,41,M. citrofolia ,R,margin feeding,DT15,0.04
1897,41,M. citrofolia ,R,mining,DT45,0.17
1897,41,M. citrofolia ,R,hole feeding,DT02,0.03
1898,41,M. citrofolia ,R,mining,DT45,0.14
1899,41,M. citrofolia ,R,mining,DT45,0.55
1900,41,M. citrofolia ,R,mining,DT45,0.4
1901,43,L. camara,I,hole feeding,DT01,0.03
1902,43,L. camara,I,NA,NA,0
1903,43,L. camara,I,hole feeding,DT01,0.02
1904,43,L. camara,I,NA,NA,0
1905,43,L. camara,I,NA,NA,0
1906,43,L. camara,I,NA,NA,0
1907,43,L. camara,I,NA,NA,0
1908,43,L. camara,I,margin feeding,DT12,0.03
1908,43,L. camara,I,surface feeding,DT29,0.02
1909,43,L. camara,I,margin feeding,DT12,0.01
1910,43,L. camara,I,NA,NA,0
1911,43,L. camara,I,hole feeding,DT01,0.01
1912,43,L. camara,I,surface feeding,DT30,0.09
1912,43,L. camara,I,hole feeding,DT01,0.02
1913,43,L. camara,I,margin feeding,Dt13,0.07
1914,43,L. camara,I,NA,NA,0
1915,43,L. camara,I,hole feeding,DT01,0.01
1915,43,L. camara,I,surface feeding,DT30,0.02
1916,43,L. camara,I,NA,NA,0
1917,43,L. camara,I,NA,NA,0
1918,43,L. camara,I,NA,NA,0
1919,43,L. camara,I,NA,NA,0
1920,43,L. camara,I,hole feeding,DT01,0.005
1920,43,L. camara,I,margin feeding,DT30,0.02
1921,43,L. camara,I,surface feeding,DT29,0.015
1922,43,L. camara,I,NA,NA,0
1923,43,L. camara,I,surface feeding,DT29,0.02
1923,43,L. camara,I,hole feeding,DT01,0.04
1924,43,L. camara,I,NA,NA,0
1925,43,L. camara,I,NA,NA,0
1926,43,L. camara,I,NA,NA,0
1927,43,L. camara,I,hole feeding,DT01,0.02
1928,43,L. camara,I,hole feeding,DT03,0.03
1928,43,L. camara,I,margin feeding,DT12,0.08
1928,43,L. camara,I,surface feeding,DT29,0.02
1929,43,L. camara,I,surface feeding,DT29,0.02
1930,43,L. camara,I,hole feeding,DT03,0.015
1932,43,L. camara,I,hole feeding,DT01,0.01
1932,43,L. camara,I,margin feeding,DT12,0.04
1933,43,L. camara,I,margin feeding,DT12,0.18
1933,43,L. camara,I,hole feeding,DT01,0.01
1934,43,L. camara,I,hole feeding,DT01,0.01
1935,43,L. camara,I,NA,NA,0
1936,43,L. camara,I,NA,NA,0
1937,43,L. camara,I,NA,NA,0
1938,43,L. camara,I,hole feeding,DT01,0.01
1939,43,L. camara,I,hole feeding,DT01,0.01
1940,43,L. camara,I,surface feeding,DT29,0.08
1941,43,L. camara,I,hole feeding,DT03,0.02
1941,43,L. camara,I,margin feeding,DT15,0.04
1942,43,L. camara,I,margin feeding,DT12,0.1
1943,43,L. camara,I,surface feeding,DT29,0.02
1943,43,L. camara,I,margin feeding,DT12,0.03
1944,43,L. camara,I,NA,NA,0
1945,43,L. camara,I,NA,NA,0
1946,43,L. camara,I,NA,NA,0
1947,43,L. camara,I,margin feeding,DT12,0.03
1948,43,L. camara,I,margin feeding,DT12,0.02
1948,43,L. camara,I,hole feeding,DT01,0.01
1949,43,L. camara,I,margin feeding,DT12,0.04
1950,43,L. camara,I,hole feeding,DT03,0.04
1950,43,L. camara,I,margin feeding,DT13,0.02
1951,44,D. erecta,R,hole feeding,DT01,0.02
1952,44,D. erecta,R,NA,NA,0
1953,44,D. erecta,R,margin feeding,DT12,0.63
1954,44,D. erecta,R,margin feeding,DT13,0.03
1955,44,D. erecta,R,mining,DT36,0.02
1956,44,D. erecta,R,skeletonization,DT16,0.03
1956,44,D. erecta,R,hole feeding,DT01,0.001
1957,44,D. erecta,R,hole feeding,DT01,0.02
1958,44,D. erecta,R,NA,NA,0
1959,44,D. erecta,R,surface feeding,DT29,0.05
1960,44,D. erecta,R,margin feeding,DT12,0.12
1961,44,D. erecta,R,surface feeding,DT30,0.03
1961,44,D. erecta,R,margin feeding,DT13,0.17
1961,44,D. erecta,R,hole feeding,DT01,0.01
1962,44,D. erecta,R,hole feeding,DT01,0.02
1962,44,D. erecta,R,margin feeding,DT12,0.22
1963,44,D. erecta,R,NA,NA,0
1964,44,D. erecta,R,surface feeding,DT29,0.02
1964,44,D. erecta,R,hole feeding,DT01,0.001
1965,44,D. erecta,R,margin feeding,DT12,0.07
1966,44,D. erecta,R,surface feeding,DT29,0.015
1967,44,D. erecta,R,margin feeding,DT12,0.57
1968,44,D. erecta,R,margin feeding,DT13,0.45
1968,44,D. erecta,R,surface feeding,DT29,0.03
1969,44,D. erecta,R,margin feeding,DT13,0.63
1970,44,D. erecta,R,skeletonization,DT16,0.001
1970,44,D. erecta,R,margin feeding,DT13,0.41
1970,44,D. erecta,R,margin feeding,DT15,0.03
1971,44,D. erecta,R,NA,NA,0
1972,44,D. erecta,R,margin feeding,DT13,0.64
1972,44,D. erecta,R,surface feeding,DT29,0.05
1972,44,D. erecta,R,hole feeding,DT01,0.01
1973,44,D. erecta,R,margin feeding,DT13,0.26
1973,44,D. erecta,R,galling,DT32,0.01
1974,44,D. erecta,R,margin feeding,DT12,0.15
1975,44,D. erecta,R,margin feeding,DT13,0.08
1975,44,D. erecta,R,galling,DT32,0.01
1976,44,D. erecta,R,oviposition,MDT07,0.16
1977,44,D. erecta,R,margin feeding,DT12,0.09
